ReportNumber,VehicleCrashKey,DriverAtFault,DriverInjurySeverity,DriverSubstanceAbuse,DriverDistractedBy,VehicleType,VehicleMovement,VehicleGoingDir,VehicleDamageExtent,SpeedLimit,ParkedVehicle,SubstanceAbuseContributed,VehiclesCrashedTotal,VehicleKey,LocalCaseNumber,AgencyName,ACRSReportType,HitRun,LaneDirection,LaneNumber,NumberOfLanes,RoadGrade,NonTraffic,OffRoadIncident,AccidentAtFault,CollisionType,SurfaceCondition,Light,TrafficControl,Junction,IntersectionType,RoadAlignment,RoadCondition,RoadDivision,Latitude,Longitude,RoadKey,CrossStreetKey,NonMotoristTotal,NonMotoristInjury,NonMotoristFatal,DateHourKey,LocationAreaKey
MCP15630092,4A995DB8191B4176A0BA4D928384C0C5,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,FUNCTIONAL,35,False,False,2,8168321465439775,230069786,Montgomery County Police,Property Damage ,True,South,2,3,GRADE DOWNHILL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99919333,-77.03988167,118399697147806,8356792977061148,0,0,0,2023120412,7703596439001907
EJ7858008K,BF1E5F2C38574A7B9A58993262AC1CD6,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,BACKING,West,FUNCTIONAL,0,False,False,2,8961481787963722,230069797,Gaithersburg Police Depar,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,OTHER,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.11395257,-77.21657647,7781945108562677,7781945108562677,0,0,0,2023120413,7724972439113159
EJ7858008K,BA68C539A6E64B3AB66AB5626C50459E,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,BACKING,East,FUNCTIONAL,0,False,False,2,5785042049362643,230069797,Gaithersburg Police Depar,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,OTHER,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.11395257,-77.21657647,7781945108562677,7781945108562677,0,0,0,2023120413,7724972439113159
MCP29910090,EE398FAEE8804930A6B508FCF0C2CEF5,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,East,DISABLING,35,False,False,3,2815627384783423,230069788,Montgomery County Police,Property Damage ,False,East,1,2,LEVEL,False,False,DRIVER,UNKNOWN,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,UNKNOWN,39.1168295,-76.96823024,4498045280709180,871306256745130,0,0,0,2023120413,7696742239122789
MCP29910090,FC3C6A3B3C6A430B8CC0D2A791641BDE,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,35,False,False,3,3233063173565461,230069788,Montgomery County Police,Property Damage ,False,East,1,2,LEVEL,False,False,DRIVER,UNKNOWN,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,UNKNOWN,39.1168295,-76.96823024,4498045280709180,871306256745130,0,0,0,2023120413,7696742239122789
MCP29910090,0EE6AAF36EB44AB8A9F01D59FD27D53D,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING LEFT TURN,East,FUNCTIONAL,0,False,False,3,1546341576073932,230069788,Montgomery County Police,Property Damage ,False,East,1,2,LEVEL,False,False,DRIVER,UNKNOWN,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,UNKNOWN,39.1168295,-76.96823024,4498045280709180,871306256745130,0,0,0,2023120413,7696742239122789
DD5657001J,AD03083FD4394BE99B2D4F88A1287453,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,East,SUPERFICIAL,15,False,False,2,3233063173565461,230069793,Rockville Police Departme,Property Damage ,False,East,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.08405068,-77.15057804,3321239351159395,5182918771397894,0,0,0,2023120413,7718114539090864
DD5657001J,BC1613EF672F40D9B0A746A9BDF9BB6B,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,BACKING,West,NO DAMAGE,15,False,False,2,3625279901448520,230069793,Rockville Police Departme,Property Damage ,False,East,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.08405068,-77.15057804,3321239351159395,5182918771397894,0,0,0,2023120413,7718114539090864
MCP1550004X,9053921971244221A5C54251985945C4,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,SUPERFICIAL,20,False,False,1,9565689074009127,230069801,Montgomery County Police,Property Damage ,False,South,1,1,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.97709633,-77.07244717,2227049272897551,3259326823337285,0,0,0,2023120413,7707842038983818
MCP1378016P,3B5B880AF3FD4B94899F482377B743DB,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,BUS,NEGOTIATING A CURVE,South,SUPERFICIAL,25,False,False,1,6691677547236723,230069813,Montgomery County Police,Property Damage ,False,South,1,1,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0712952,-76.99017735,6151955694314519,8434162231027177,0,0,0,2023120415,7698062539067210
MCP1213008V,5C9AE5931B1248848093C6D13C750D68,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,ENTERING TRAFFIC LANE,West,DISABLING,35,False,False,2,1261607774483756,230069820,Montgomery County Police,Property Damage ,False,West,1,1,HILL UPHILL,False,False,DRIVER,SAME DIRECTION LEFT TURN,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.09072,-76.96624833,6740740251212367,8569231902445128,0,0,0,2023120415,7699078639113935
MCP1213008V,D23DED6E854341BB8FFD6D319BE17F40,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,2,9551218501695492,230069820,Montgomery County Police,Property Damage ,False,West,1,1,HILL UPHILL,False,False,DRIVER,SAME DIRECTION LEFT TURN,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.09072,-76.96624833,6740740251212367,8569231902445128,0,0,0,2023120415,7699078639113935
MCP9390002N,9C73F8A29C344784BFF5B18181E503D5,False,SUSPECTED MINOR INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,West,DISABLING,45,False,False,2,9523097921803649,230069817,Montgomery County Police,Injury ,False,West,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11062167,-77.21153,729448775661521,7771692879388507,0,0,0,2023120416,7724972439113159
MCP9390002N,76935A04029D4593A5625813ACB33FB2,True,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,West,DISABLING,45,False,False,2,805691474398614,230069817,Montgomery County Police,Injury ,False,West,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11062167,-77.21153,729448775661521,7771692879388507,0,0,0,2023120416,7724972439113159
MCP3123006P,350B9FD1ECBB4A319BA052CA8F731EA8,True,POSSIBLE INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,55,False,False,1,4621936593120083,230069842,Montgomery County Police,Injury ,False,North,3,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DARK NO LIGHTS,NO CONTROLS,OTHER,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12665333,-76.922781,2620072274155517,6995932442052456,0,0,0,2023120417,7693347839109025
MCP3030005P,81C9122D49624F18B159881D37C0B300,True,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,FUNCTIONAL,35,False,False,2,4182287168574185,230069844,Montgomery County Police,Injury ,False,East,1,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DARK LIGHTS ON,NO CONTROLS,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.97707833,-77.10495,8659486064429145,722866303364232,0,0,0,2023120417,7707842038983818
MCP3030005P,75C9D646E0BD4EC997E5AEB80A7135D4,True,POSSIBLE INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,CHANGING LANES,East,FUNCTIONAL,35,False,False,2,5867016733959907,230069844,Montgomery County Police,Injury ,False,East,1,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DARK LIGHTS ON,NO CONTROLS,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.97707833,-77.10495,8659486064429145,722866303364232,0,0,0,2023120417,7707842038983818
MCP3050005K,E3AC88B23B2E4EB8BE01EE478A253555,True,POSSIBLE INJURY,NONE,BY MOVING OBJECT IN VEHICLE,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,25,False,False,1,7109429553076935,230069850,Montgomery County Police,Injury ,False,North,1,1,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10974667,-77.06879,5778410787547214,5798483832469083,0,0,0,2023120418,7705486039088590
MCP3221002N,6E02796A26BA45CD88B113EEDF7EC29C,True,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,OTHER,South,FUNCTIONAL,20,False,False,1,7871367553460284,230069880,Montgomery County Police,Injury ,False,West,1,1,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DARK NO LIGHTS,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05868333,-77.29070333,1363718650800826,1408410374681423,0,0,0,2023120421,7722348939035838
MCP29320075,1047487C4F744CD3B0506DCB38449590,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,EMERGENCY,MAKING LEFT TURN,South,DISABLING,35,False,False,2,2296453514834001,230069891,Montgomery County Police,Property Damage ,False,North,1,3,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,DRY,DARK LIGHTS ON,UNKNOWN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.00821467,-76.97983367,8901981419077344,9518027490083838,0,0,0,2023120423,7698354239018293
MCP29320075,8D27CB9EAD9A41378325EB4825F2EF64,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,35,False,False,2,4132835390224483,230069891,Montgomery County Police,Property Damage ,False,North,1,3,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,DRY,DARK LIGHTS ON,UNKNOWN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.00821467,-76.97983367,8901981419077344,9518027490083838,0,0,0,2023120423,7698354239018293
DD5633008H,F19B2C1E51574E4081A62F0C816F0852,True,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,STARTING FROM PARKED,South,SUPERFICIAL,5,False,False,1,8155498649539527,230069896,Rockville Police Departme,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,SAME DIRECTION SIDESWIPE,UNKNOWN,DARK LIGHTS ON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.09496611,-77.13472025,7781945108562677,7781945108562677,0,0,0,2023120500,7718114539090864
MCP24560085,CD75233C46D143F6A37BB424669CDA37,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,40,False,False,1,1492739927394289,230069906,Montgomery County Police,Property Damage ,False,West,3,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DARK LIGHTS ON,NO CONTROLS,INTERCHANGE RELATED,OTHER,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01707304,-77.01604045,7228418003688286,1725596735337104,0,0,0,2023120506,7700923739021308
MCP3348001Q,1E53500D0AA04DBCAE7116EE069ADE43,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING LEFT TURN,North,SUPERFICIAL,30,False,False,1,2717602834952345,230069910,Montgomery County Police,Injury ,False,North,1,2,LEVEL,False,False,DRIVER,OTHER,DRY,DAWN,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05365,-77.08934667,8886326516954162,8073720238398338,1,1,0,2023120506,7705486039088590
MCP2962008M,3357F27E25C049FF8ECDD2B2FA7647E3,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,East,DISABLING,35,False,False,2,846658545360590,230069915,Montgomery County Police,Property Damage ,False,East,2,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,NO CONTROLS,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.16331973,-77.28436783,278210474574513,9265916074570429,0,0,0,2023120507,7729807639132189
MCP2962008M,6F8C1157F5CF4B5481F96D647031A5C3,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,East,DISABLING,35,False,False,2,2446108759661290,230069915,Montgomery County Police,Property Damage ,False,East,2,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,NO CONTROLS,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.16331973,-77.28436783,278210474574513,9265916074570429,0,0,0,2023120507,7729807639132189
MCP29460067,28826E4AFB8B4B97B4EFB42C53703664,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING LEFT TURN,South,DISABLING,35,False,False,2,4352139174036649,230069924,Montgomery County Police,Injury ,False,West,1,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,STOP SIGN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.23092483,-77.25472333,6450642555661212,155096756571700,0,0,0,2023120508,7728275839257602
MCP29460067,B575B9C2AF344D9D9ACE5F1B2C479948,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,2,2815627384783423,230069924,Montgomery County Police,Injury ,False,West,1,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,STOP SIGN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.23092483,-77.25472333,6450642555661212,155096756571700,0,0,0,2023120508,7728275839257602
MCP26370058,D02B66137ABC4E948E27E25A4256B617,True,NO APPARENT INJURY,NONE,OTHER DISTRACTION,TRUCK,CHANGING LANES,North,SUPERFICIAL,35,False,False,2,3414161128511951,230069933,Montgomery County Police,Property Damage ,False,North,2,3,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.10571667,-77.234035,9833958201368065,7885715244532191,0,0,0,2023120509,7724972439113159
MCP26370058,5054E8F344724E1A90B54A44152E978D,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,BUS,STOPPED IN TRAFFIC LANE,North,SUPERFICIAL,35,False,False,2,6691677547236723,230069933,Montgomery County Police,Property Damage ,False,North,2,3,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.10571667,-77.234035,9833958201368065,7885715244532191,0,0,0,2023120509,7724972439113159
MCP209400N2,F6A9497AC763473896E79DDB3056E8E0,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,OTHER,West,DISABLING,25,False,False,1,3097115263320681,230069930,Montgomery County Police,Property Damage ,False,West,1,2,GRADE DOWNHILL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.01988667,-77.06457167,7891481052818205,355996596673717,0,0,0,2023120509,7707527239025656
MCP9442003D,CED7E848DE4C4CA3AFC4EC8D308958F1,True,SUSPECTED MINOR INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,30,False,False,1,7461853946150087,230069969,Montgomery County Police,Injury ,False,North,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18650083,-77.1561995,4818183937612974,556894007410344,0,0,0,2023120511,7719610239179289
MCP30090077,F4F2B5411F1B44028AD5764DB0CD7084,True,POSSIBLE INJURY,UNKNOWN,LOOKED BUT DID NOT SEE,PASSENGER,ACCELERATING,South,DISABLING,30,False,False,2,4584394209066251,230069982,Montgomery County Police,Injury ,False,West,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18164621,-77.23178538,4357136094388064,7597896655482071,0,0,0,2023120511,7723271939208770
MCP30090077,5D9171BDAB1C4A87A767DDC286C2A18A,False,POSSIBLE INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,30,False,False,2,8928596740275755,230069982,Montgomery County Police,Injury ,False,West,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18164621,-77.23178538,4357136094388064,7597896655482071,0,0,0,2023120511,7723271939208770
MCP3244002W,2F1D8D027BF44C17959D700F1F03DB47,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,ACCELERATING,East,NO DAMAGE,35,False,False,1,3642656644509459,23006974,Montgomery County Police,Property Damage ,False,East,2,4,LEVEL,False,False,NONMOTORIST,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99388637,-77.03252315,4570729910170239,2838165004721940,1,0,0,2023120512,7703596439001907
DD5567001R,EA11362CDE2B4031A65ECF077744DF29,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,0,False,False,1,1032942915110160,230069975,Rockville Police Departme,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,SINGLE VEHICLE,UNKNOWN,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.07420637,-77.13746558,7781945108562677,7781945108562677,0,0,0,2023120512,7712482939051552
MCP29460068,519BC533B85446C299DA672DAD26032F,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,BUS,STOPPED IN TRAFFIC LANE,East,SUPERFICIAL,25,False,False,2,6691677547236723,230069989,Montgomery County Police,Property Damage ,False,West,0,1,LEVEL,False,False,DRIVER,OPPOSITE DIRECTION SIDESWIPE,DRY,DAYLIGHT,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,OTHER,"TWO-WAY, NOT DIVIDED",39.23384117,-77.2528525,5400507269462337,5811053903494677,0,0,0,2023120513,7728275839257602
MCP29460068,99EFCF9C739646E2ADF43C67B5077E54,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,TRUCK,STARTING FROM LANE,West,SUPERFICIAL,25,False,False,2,9755364676930633,230069989,Montgomery County Police,Property Damage ,False,West,0,1,LEVEL,False,False,DRIVER,OPPOSITE DIRECTION SIDESWIPE,DRY,DAYLIGHT,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,OTHER,"TWO-WAY, NOT DIVIDED",39.23384117,-77.2528525,5400507269462337,5811053903494677,0,0,0,2023120513,7728275839257602
MCP2727002G,63148632152C4B858C547FC9DF7DF64D,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,35,False,False,2,8243785660235230,230070000,Montgomery County Police,Injury ,False,North,2,6,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,UNKNOWN,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02245743,-77.10315295,4972572914805173,8760747166704389,0,0,0,2023120513,7710519939016894
MCP2727002G,DF59E022B9F94D49B603BF41624362CA,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,ACCELERATING,West,DISABLING,35,False,False,2,2128459680642007,230070000,Montgomery County Police,Injury ,False,North,2,6,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,UNKNOWN,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02245743,-77.10315295,4972572914805173,8760747166704389,0,0,0,2023120513,7710519939016894
MCP30210073,3A0FE942F9E845399FA2D90040BFD220,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,ACCELERATING,South,FUNCTIONAL,0,False,False,2,5867016750737526,230070018,Montgomery County Police,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,STRAIGHT MOVEMENT ANGLE,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.10857833,-76.93583,7781945108562677,7781945108562677,0,0,0,2023120514,7693347839109025
MCP30210073,5724187C85014426A22F15FDF1E41987,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,PARKED,UNKNOWN,DISABLING,0,True,False,2,1093417118635968,230070018,Montgomery County Police,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,STRAIGHT MOVEMENT ANGLE,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.10857833,-76.93583,7781945108562677,7781945108562677,0,0,0,2023120514,7693347839109025
MCP285900FJ,9CE16277790C47CBAF16EAC3FF9FD31D,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,30,False,False,2,9418178016145536,230070026,Montgomery County Police,Property Damage ,False,North,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,UNKNOWN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.18988811,-77.18536318,1199254639990896,991322767900708,0,0,0,2023120514,7719610239179289
MCP285900FJ,C35F04C30E324C88B69402FFF2087EEA,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING LEFT TURN,West,FUNCTIONAL,30,False,False,2,8533653293758534,230070026,Montgomery County Police,Property Damage ,False,North,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,UNKNOWN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.18988811,-77.18536318,1199254639990896,991322767900708,0,0,0,2023120514,7719610239179289
MCP33500027,1FBF0C811540463FB5F11CABDD38EF69,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,35,False,False,2,8525273622660583,230070027,Montgomery County Police,Property Damage ,False,North,1,3,HILL UPHILL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,TRAFFIC SIGNAL,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.040795,-77.10985333,5925405510732472,602815170577580,0,0,0,2023120514,7710309939038956
MCP33500027,D7D021F3C8574D63B12655DE037DEE77,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,35,False,False,2,2255236858908851,230070027,Montgomery County Police,Property Damage ,False,North,1,3,HILL UPHILL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,TRAFFIC SIGNAL,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.040795,-77.10985333,5925405510732472,602815170577580,0,0,0,2023120514,7710309939038956
